[00:57:35]: [Join Announcement] ứng ngọc sơn
[00:58:49]: [Announcement] ứng ngọc sơn   successfully entered game   Completed Achievement [New Beginning]
[03:16:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:19]: [Announcement] G h o s t   successfully entered game   Completed Achievement [New Beginning]
[03:16:19]: [Announcement] G h o s t got 0 Achievement point from Initial Stars Configuration
[03:16:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:16:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:05]: [Say] (KU_84Tfuyju) G h o s t: ano oq houve com o chat?
[03:17:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:27]: [Announcement] G h o s t   ate food for the first time   Completed Achievement [First Bite]
[03:17:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:17:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:18:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:18:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:18:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:18:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:18:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:18:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:18:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
